966;возрасти;26,9
967;ограничить;26,9
968;предлагаться;26,9
969;предъявить;26,9
970;прятать;26,9
971;крутить;26,8
972;разобрать;26,8
973;ранить;26,8
974;дружить;26,7
975;расстаться;26,7
976;уставиться;26,7
977;закурить;26,6
978;обсуждаться;26,6
979;поглядывать;26,6
980;дожидаться;26,5
981;кивать;26,5
982;сбросить;26,5
983;уснуть;26,5
984;сниться;26,4
985;бормотать;26,3
986;переехать;26,3
987;послышаться;26,3
988;противоречить;26,3
989;расширить;26,3
990;уточнить;26,3
991;мучить;26,2
992;сниматься;26,2
993;уверять;26,2
994;бросаться;26,1
995;отложить;26,1
996;отмечаться;26,1
997;разбудить;26,1
998;распространяться;26,1
999;удержаться;26
1000;пострадать;25,9
1001;сократить;25,9
1002;ошибаться;25,8
1003;продаваться;25,8
1004;прощаться;25,8
1005;просыпаться;25,7
1006;сметь;25,7
1007;сорвать;25,7
1008;запереть;25,6
1009;исключать;25,6
1010;наметить;25,6
1011;приложить;25,6
1012;сохраняться;25,6
1013;выехать;25,5
1014;годиться;25,5
1015;залить;25,5
1016;застать;25,4
1017;одобрить;25,4
1018;осознать;25,4
1019;светиться;25,4
1020;усесться;25,4
1021;отпускать;25,3
1022;поправить;25,3
1023;устанавливаться;25,3
1024;выводить;25,2
1025;задумать;25,2
1026;охранять;25,2
1027;отнять;25,1
1028;послужить;25,1
1029;продемонстрировать;25,1
1030;преследовать;25
1031;приветствовать;25
1032;сталкиваться;25
1033;поместить;24,9
1034;запустить;24,8
1035;развернуться;24,8
1036;сформировать;24,7
1037;давить;24,6
1038;оправдать;24,6
1039;печатать;24,6
1040;подчиняться;24,6
1041;поражать;24,6
1042;применить;24,6
1043;вылезти;24,5
1044;закрепить;24,5
1045;направляться;24,5
1046;сверкать;24,5
1047;снизить;24,5
1048;сравнивать;24,5
1049;вздрогнуть;24,4
1050;воспринять;24,4
1051;забить;24,4
1052;приблизиться;24,4
1053;придать;24,4
1054;прилететь;24,4
1055;уложить;24,4
1056;накрыть;24,3
1057;обожать;24,3
1058;поделать;24,3
1059;ночевать;24,2
1060;отыскать;24,2
1061;восприниматься;24,1
1062;выдвинуть;24,1
1063;пребывать;24,1
1064;возрастать;24
1065;подсказать;24
1066;вручить;23,9
1067;раздражать;23,9
1068;увеличиваться;23,9
1069;шуметь;23,9
1070;возить;23,8
1071;направлять;23,7
1072;нажать;23,6
1073;нестись;23,6
1074;предпринять;23,6
1075;растеряться;23,6
1076;сводить;23,6
1077;украсить;23,6
1078;формировать;23,6
1079;вставить;23,5
1080;беречь;23,4
1081;мыслить;23,4
1082;скрываться;23,4
1083;влечь;23,3
1084;застынуть;23,3
1085;проехать;23,3
1086;удержать;23,3
1087;вылететь;23,2
1088;обижаться;23,2
1089;повышать;23,2
1090;похоронить;23,2
1091;претендовать;23,2
1092;ругать;23,2
1093;угадать;23,2
1094;шагать;23,2
1095;деться;23,1
1096;кататься;23,1
1097;объединять;23,1
1098;хлопнуть;23,1
1099;изготовить;23
1100;привязать;23
1101;резать;23
1102;возбудить;22,9
1103;заканчивать;22,9
1104;подавлять;22,9
1105;потратить;22,9
1106;сорваться;22,9
1107;характеризовать;22,9
1108;голосовать;22,8
1109;отходить;22,8
1110;удовлетворить;22,8
1111;выгнать;22,7
1112;заорать;22,7
1113;отправлять;22,7
1114;ползти;22,7
1115;упустить;22,7
1116;болтать;22,6
1117;вспыхнуть;22,6
1118;кончать;22,6
1119;набить;22,6
1120;опоздать;22,6
1121;разрабатывать;22,6
1122;угрожать;22,6
1123;делить;22,5
1124;надевать;22,5
1125;попадаться;22,5
1126;заслуживать;22,4
1127;настать;22,4
1128;обходиться;22,4
1129;пропускать;22,4
1130;сбежать;22,4
1131;дарить;22,3
1132;обвинять;22,3
1133;ругаться;22,3
1134;убеждать;22,3
1135;чувствоваться;22,3
1136;испортить;22,2
1137;махать;22,2
1138;разрешать;22,2
1139;рвать;22,2
1140;извлечь;22,1
1141;изменять;22,1
1142;мелькнуть;22,1
1143;переносить;22,1
1144;разместить;22,1
1145;соблюдать;22,1
1146;наносить;22
1147;сводиться;22
1148;сердиться;22
1149;употреблять;22
1150;избегать;21,9
1151;осмотреть;21,9
1152;драться;21,8
1153;забирать;21,8
1154;оборачиваться;21,8
1155;повторяться;21,8
1156;уговаривать;21,8
1157;беспокоить;21,7
1158;проникнуть;21,7
1159;доноситься;21,6
1160;завидовать;21,6
1161;охватывать;21,6
1162;сжечь;21,6
1163;сочинять;21,6
1164;осудить;21,5
1165;шагнуть;21,5
1166;образовать;21,4
1167;освободиться;21,4
1168;сажать;21,3
1169;вздыхать;21,2
1170;отнестись;21,2
1171;оторваться;21,2
1172;отрицать;21,2
1173;перечислить;21,2
1174;свалиться;21,2
1175;вырвать;21,1
1176;запомниться;21,1
1177;наклониться;21,1
1178;пропадать;21,1
1179;светить;21,1
1180;спеть;21,1
1181;увезти;21,1
1182;уступить;21,1
1183;регулировать;21
1184;соображать;21
1185;догнать;20,9
1186;докладывать;20,9
1187;анализировать;20,8
1188;воспитывать;20,8
1189;колебаться;20,8
1190;поддаваться;20,8
1191;слышаться;20,8
1192;удерживать;20,8
1193;возвращать;20,7
1194;погодить;20,7
1195;представиться;20,7
1196;сгореть;20,7
1197;шевелиться;20,7
1198;зафиксировать;20,6
1199;наладить;20,5
1200;подъехать;20,5
1201;покончить;20,5
1202;провалиться;20,5
1203;уволить;20,5
1204;возмутиться;20,4
1205;доставлять;20,4
1206;накопить;20,4
1207;настроить;20,4
1208;объявлять;20,4
1209;прибавить;20,4
1210;вытекать;20,3
1211;организовывать;20,3
1212;осознавать;20,3
1213;очистить;20,3
1214;сопровождаться;20,3
1215;таскать;20,3
1216;унести;20,3
1217;мчаться;20,2
1218;наказать;20,2
1219;обнимать;20,2
1220;предать;20,2
1221;хлопать;20,2
1222;выразиться;20,1
1223;забросить;20,1
1224;исполниться;20,1
1225;мелькать;20,1
1226;передаваться;20,1
1227;сдерживать;20,1
1228;метаться;20
1229;одеваться;20
1230;сжать;20
1231;толкнуть;20
1232;убирать;20
1233;вырезать;19,9
1234;добыть;19,9
1235;наградить;19,9
1236;отвезти;19,9
1237;пасть;19,9
1238;радовать;19,9
1239;расставить;19,9
1240;возглавить;19,8
1241;отстать;19,8
1242;пригодиться;19,8
1243;раздаваться;19,8
1244;царить;19,8
1245;допускаться;19,7
1246;выбить;19,6
1247;любоваться;19,6
1248;освоить;19,6
1249;очнуться;19,6
1250;перевернуть;19,6
1251;придерживаться;19,6
1252;выезжать;19,5
1253;выработать;19,5
1254;завернуть;19,5
1255;задыхаться;19,5
1256;отступать;19,5
1257;сочинить;19,5
1258;возиться;19,4
1259;отражаться;19,4
1260;поработать;19,4
1261;поселиться;19,4
1262;скучать;19,4
1263;уверить;19,4
1264;обнаруживать;19,3
1265;увеличивать;19,3
1266;гудеть;19,2
1267;сопротивляться;19,2
1268;твориться;19,2
1269;гладить;19,1
1270;потерпеть;19,1
1271;спрятаться;19,1
1272;приподнять;19
1273;разорвать;19
1274;трястись;19
1275;дуть;18,9
1276;занести;18,9
1277;кипеть;18,9
1278;ориентировать;18,9
1279;поворачиваться;18,9
1280;сойтись;18,9
1281;уцелеть;18,9
1282;влюбиться;18,8
1283;воспитать;18,8
1284;выстроить;18,8
1285;завершиться;18,8
1286;отставать;18,8
1287;посчитать;18,8
1288;лишиться;18,7
1289;обедать;18,7
1290;постучать;18,7
1291;придумывать;18,7
1292;ссылаться;18,7
1293;уловить;18,7
1294;умолять;18,7
1295;ведать;18,6
1296;повлиять;18,6
1297;подвергаться;18,6
1298;съездить;18,6
1299;цитировать;18,6
1300;именовать;18,5
1301;исправить;18,5
1302;опускаться;18,5
1303;проникать;18,5
1304;протягивать;18,5
1305;разбирать;18,5
1306;расставаться;18,5
1307;толкать;18,5
1308;упоминать;18,5
1309;вкладывать;18,4
1310;заведовать;18,4
1311;крутиться;18,4
1312;отбросить;18,4
1313;отступить;18,4
1314;поменять;18,4
1315;руководствоваться;18,4
1316;уговорить;18,4
1317;успокаивать;18,4
1318;жевать;18,3
1319;запрещать;18,3
